osm_id,name,highway,st_astext
11437955,East Side Trail,residential,"LINESTRING(-69.7745132 44.52293040050673,-69.7743133 44.52237530050676,-69.7743114 44.52228880050678)"
11434425,,residential,"LINESTRING(-69.774437 44.53019200050625,-69.77435899999999 44.530320000506244,-69.774235 44.530320000506244,-69.774145 44.53017500050624)"
11434420,,residential,"LINESTRING(-69.774145 44.53017500050624,-69.774437 44.53019200050625)"
11444026,Wheeler Camp Trail,residential,"LINESTRING(-69.774437 44.53019200050625,-69.774573 44.53020000050624,-69.77552899999999 44.53000900050626)"
11444663,Turkey Lane,residential,"LINESTRING(-69.787469 44.52962900050629,-69.78754 44.529823000506276,-69.78768399999998 44.530217000506255)"
11442195,Tukey Lane,residential,"LINESTRING(-69.79147099999999 44.530248000506255,-69.787469 44.52962900050629)"
11441051,Wendell Lane,residential,"LINESTRING(-69.79176399999999 44.5292420005063,-69.791266 44.52906100050632,-69.790852 44.52866500050635,-69.78815 44.52829400050637)"
11437585,Fire Road S-14,residential,"LINESTRING(-69.78815 44.52829400050637,-69.788103 44.52850400050635,-69.788202 44.528882000506336,-69.788056 44.52902700050633,-69.78733699999998 44.52908900050632)"
11437567,Modin Way,residential,"LINESTRING(-69.792744 44.5277770005064,-69.79207199999999 44.52735600050644,-69.79144399999998 44.52716800050646,-69.789458 44.52709000050645,-69.78795599999998 44.52676300050647,-69.787975 44.525410000506554)"
11436223,Ellis Pond Road,residential,"LINESTRING(-69.78297389999999 44.518923700506996,-69.78113929999999 44.51809760050704)"
11440908,Paul's Acres Lane,residential,"LINESTRING(-69.7960523 44.52430650050663,-69.79545599999999 44.52416000050664,-69.794659 44.52417400050664,-69.79331299999998 44.52400900050666,-69.792082 44.5233200005067,-69.791118 44.523194000506706,-69.79095 44.52317200050672,-69.790546 44.52305000050672)"
11440071,Tall Pines Lane,residential,"LINESTRING(-69.79649209999998 44.52378640050665,-69.793611 44.52295400050672,-69.793095 44.522808000506735,-69.792043 44.522273000506765)"
11429782,,residential,"LINESTRING(-69.79254999999999 44.52203300050679,-69.792043 44.522273000506765,-69.791514 44.522538000506735,-69.791165 44.522835000506724)"
11438047,Spaulding Point Road,residential,"LINESTRING(-69.7979289 44.52083240050687,-69.79750049999998 44.52076540050687,-69.79452900000001 44.520264000506906,-69.794164 44.5202020005069,-69.793717 44.51992600050693,-69.79344899999998 44.51957900050694,-69.79190599999998 44.51852800050702)"
11435419,,residential,"LINESTRING(-69.79778949999998 44.52197980050679,-69.798345 44.5219830005068)"
11431267,,track,"LINESTRING(-69.795254 44.525172000506586,-69.79610799999999 44.525567000506555)"
11437564,Ellis Cove Lane,residential,"LINESTRING(-69.793558 44.52681400050648,-69.79292899999999 44.52656100050649,-69.791656 44.52536500050656,-69.79124399999999 44.5247190005066,-69.79078799999999 44.52409000050665,-69.79036399999998 44.523493000506676)"
11441897,Serenity Cove Lane,residential,"LINESTRING(-69.791358 44.53266800050608,-69.79048299999998 44.53258600050609,-69.788734 44.532251000506115,-69.78824600000002 44.53212500050611,-69.787865 44.53202700050611)"
11439292,Chet Drive,residential,"LINESTRING(-69.791365 44.53351400050602,-69.78847769999999 44.53324000050604)"
11439286,Fire Rd S-16,residential,"LINESTRING(-69.787865 44.53202700050611,-69.787658 44.53197400050613)"
11430591,,track,"LINESTRING(-69.786563 44.53688300050581,-69.78600899999999 44.53685600050581)"
71225983,,residential,"LINESTRING(-69.787673 44.53537380050591,-69.78720099999998 44.53463190050596)"
11440877,Bickford Place,residential,"LINESTRING(-69.791759 44.536376000505825,-69.790722 44.53617100050585,-69.78895 44.53586000050587,-69.78859800000001 44.53581200050587,-69.786541 44.5355370005059,-69.786412 44.53552000050589)"
11435832,Gaunce Place,residential,"LINESTRING(-69.74782849999998 44.51679370050713,-69.7478823 44.51680810050713,-69.7483293 44.516806400507136,-69.7490143 44.51676310050712,-69.7492747 44.51690980050713,-69.7496413 44.51699780050711,-69.7503933 44.517010300507124,-69.7508804 44.51723790050709)"
993459523,Goldfinch Lane,residential,"LINESTRING(-69.7287302 44.51315090050737,-69.72973609999998 44.51329140050734,-69.7298586 44.513306000507356)"
967109616,Antler Lane,residential,"LINESTRING(-69.7289401 44.51194520050745,-69.7307186 44.51220090050744)"
11432083,,residential,"LINESTRING(-69.729457 44.50692200050778,-69.728373 44.506870000507774,-69.72692 44.5066180005078)"
11443340,Lee Ann Drive,residential,"LINESTRING(-69.72926210000001 44.50398000050796,-69.72800859999998 44.50391590050798,-69.727274 44.503850200507976)"
11430545,,residential,"LINESTRING(-69.72902300000001 44.500644000508174,-69.72683199999999 44.500617000508164)"
11438531,Ginger Place,residential,"LINESTRING(-69.73256949999998 44.50000820050822,-69.73373499999998 44.50017490050819,-69.7343138 44.500222500508194)"
283470216,Snowmobile Trail 29,path,"LINESTRING(-69.78735399999998 44.49754000050837,-69.787727 44.49760100050837,-69.78798699999999 44.49773000050836,-69.7883194 44.49763800050837,-69.7884085 44.497658300508355,-69.788742 44.497749000508364,-69.78891 44.49786000050836,-69.789001 44.498230000508336,-69.78923 44.498409000508325,-69.791656 44.4987720005083,-69.79315899999999 44.49906200050828,-69.793266 44.49953100050825,-69.794167 44.50077800050817,-69.795326 44.50106000050814,-69.796227 44.501068000508155,-69.796402 44.50120900050814,-69.7967 44.501610000508116,-69.798332 44.50222000050808,-69.79895 44.502270000508084,-69.800148 44.502270000508084,-69.800598 44.50231200050807,-69.80110199999999 44.502270000508084,-69.80136099999999 44.50210200050809,-69.80291699999998 44.50222000050808,-69.804466 44.50239200050806,-69.809959 44.503639000507974,-69.814331 44.504581000507926,-69.816177 44.504910000507905,-69.818779 44.50513800050789,-69.81913 44.50550800050785,-69.8191754 44.505600000507854,-69.81926 44.505760000507856,-69.819267 44.50608800050783,-69.819618 44.5066180005078,-69.819923 44.50684000050777,-69.823402 44.50693100050778,-69.82769 44.50545900050786,-69.832024 44.503620000507986,-69.838669 44.500252000508205,-69.83960699999999 44.49919100050827,-69.84026299999998 44.49794000050835,-69.840172 44.49702100050842,-69.84034 44.49570100050848,-69.839783 44.49491100050855,-69.83931 44.49393100050862,-69.838852 44.49245100050871,-69.83747099999998 44.49049000050883,-69.83730299999999 44.489910000508864,-69.837051 44.4893300005089,-69.837387 44.48875000050895,-69.837639 44.48809800050898,-69.838081 44.487671000509,-69.83802799999998 44.487270000509035,-69.83773 44.486969000509056,-69.837563 44.48662900050907,-69.838158 44.4864200005091,-69.838417 44.48595800050912,-69.838539 44.48547000050915,-69.838722 44.48506900050918,-69.839111 44.48463800050921,-69.839401 44.483688000509275,-69.83875999999998 44.482128000509356,-69.838928 44.4815480005094,-69.83949299999999 44.48103000050943,-69.8406512 44.480504900509466,-69.8410052 44.48006860050949,-69.841193 44.47955190050952,-69.841171 44.47892000050956,-69.84197999999999 44.478088000509615,-69.842201 44.47774900050963,-69.84232299999998 44.477360000509655,-69.8422925 44.47703100050969,-69.8419799 44.4767549005097,-69.841888 44.47665000050969,-69.842491 44.47570000050977,-69.843483 44.47488000050981,-69.84361299999999 44.474319000509844,-69.843483 44.47386200050988,-69.843231 44.47337000050992,-69.843178 44.472759000509946,-69.843262 44.47230100050998,-69.843781 44.47203100050999,-69.84416999999999 44.47174800051001,-69.844131 44.47140900051004,-69.84438299999998 44.47105000051006,-69.844681 44.47074100051007,-69.844681 44.4703710005101,-69.844978 44.46994000051013,-69.845291 44.46963900051015,-69.84519999999999 44.46926900051017,-69.84519999999999 44.468632000510205,-69.84464299999999 44.468319000510235,-69.84404 44.467892000510254,-69.842972 44.46701400051031,-69.842896 44.46696500051032,-69.84283859999998 44.466941100510304,-69.842812 44.46693000051031,-69.842751 44.466892000510306,-69.842682 44.46684600051032,-69.842667 44.46685000051031,-69.842567 44.466736000510316,-69.84246099999999 44.46649200051035,-69.842522 44.46620200051036,-69.843033 44.46530200051042,-69.843269 44.46513000051042,-69.84342999999998 44.46485100051044,-69.843491 44.46464200051046,-69.843491 44.4639210005105,-69.843086 44.463760000510504,-69.84198799999999 44.463161000510546,-69.842697 44.462631000510584,-69.841888 44.461731000510625,-69.84066 44.46126900051066,-69.83976 44.46120800051066,-69.83757799999998 44.46033900051072,-69.8374436 44.460212800510725,-69.83733399999998 44.46011000051074,-69.837257 44.45896100051081,-69.837402 44.45877800051082,-69.83751699999999 44.45869800051082,-69.838089 44.45859900051082,-69.838371 44.45851100051084,-69.839157 44.4576490005109,-69.83959999999999 44.45761100051089,-69.840271 44.457680000510884,-69.84049199999998 44.45760000051088,-69.84062999999999 44.4574580005109,-69.84101099999998 44.45732900051091,-69.84137699999998 44.456890000510946,-69.841537 44.45661900051095,-69.841873 44.45645100051096,-69.84301 44.45655100051095,-69.843773 44.456322000510966,-69.84481 44.45523100051103,-69.84529899999998 44.453678000511125,-69.845963 44.45266000051119,-69.845711 44.45150000051126,-69.84689299999998 44.45040900051134,-69.84715299999999 44.45024900051134,-69.84770999999999 44.45010000051136,-69.84818299999999 44.449780000511375,-69.848686 44.449261000511406,-69.8489 44.44891000051142,-69.849548 44.44836000051145,-69.85022 44.447559000511504,-69.852081 44.44569000051162,-69.852699 44.44474000051168,-69.853821 44.443409000511764,-69.85449199999998 44.44200100051184,-69.855202 44.441002000511915,-69.855659 44.440510000511935,-69.856232 44.43901100051202,-69.856422 44.43832000051207,-69.856461 44.43755000051212,-69.85620099999998 44.43695800051215,-69.854942 44.43598200051221,-69.854759 44.435749000512224,-69.854607 44.43399800051233)"
11438171,Queenies Way,residential,"LINESTRING(-69.73151709999999 44.49991450050823,-69.7312865 44.50082920050818)"
11438212,Cedar Drive,residential,"LINESTRING(-69.73251319999999 44.500038900508216,-69.73296 44.50020220050819,-69.7334683 44.500282400508205,-69.7338035 44.50034600050818,-69.73571389999998 44.50060760050817,-69.7363384 44.500698100508174,-69.73690349999998 44.50077350050817,-69.7371759 44.50081400050816,-69.73735479999999 44.500903900508156,-69.73774099999999 44.501164900508144,-69.7380419 44.50133890050813)"
11444805,Russell Drive,residential,"LINESTRING(-69.7338035 44.50034600050818,-69.7332752 44.501709300508104)"
11442749,Cari Way,residential,"LINESTRING(-69.7292193 44.502586800508055,-69.73113159999998 44.50266300050805,-69.73212339999999 44.502893700508025,-69.7336577 44.50324570050801)"
11440083,Rebbecca Drive,residential,"LINESTRING(-69.7292387 44.503833000507974,-69.7307775 44.50390490050797,-69.73151099999998 44.50419730050795,-69.7324131 44.504546500507914,-69.7329817 44.5048220005079,-69.7340117 44.505158700507884,-69.7351812 44.50554890050785,-69.7363828 44.505939100507824)"
11440102,Lewis Road,residential,"LINESTRING(-69.7455352 44.485812900509124,-69.7449043 44.487105800509056,-69.7443356 44.487771600509,-69.7436919 44.48820030050898,-69.7400656 44.49155260050877,-69.738703 44.49284600050868,-69.737952 44.49357310050863,-69.737555 44.49427710050858,-69.7370293 44.49488940050855,-69.7364821 44.49532560050852,-69.7357311 44.49594550050847,-69.73510299999998 44.49652200050844,-69.7342242 44.49766690050837,-69.7334868 44.498627500508306,-69.73319569999998 44.499071400508285,-69.7327941 44.49980180050823,-69.7327243 44.49991340050822,-69.7326403 44.49996960050822,-69.73256949999998 44.50000820050822,-69.73251319999999 44.500038900508216,-69.73233750000001 44.500061900508214,-69.7320847 44.50003010050821,-69.73151709999999 44.49991450050823,-69.7307606 44.49975640050824,-69.72900399999999 44.49952000050825)"
967109605,Jim and Ann Drive,residential,"LINESTRING(-69.7342242 44.49766690050837,-69.73289869999999 44.49725410050839)"
43139487,Town Farm Road,residential,"LINESTRING(-69.70521959999999 44.49585220050849,-69.71042039999999 44.49658310050844,-69.718427 44.49794600050834,-69.719258 44.497991000508335,-69.721409 44.49832800050832,-69.723743 44.498694000508294,-69.72900399999999 44.49952000050825)"
11443186,Jandreau Way,residential,"LINESTRING(-69.721409 44.49832800050832,-69.720793 44.49951100050824,-69.72044599999998 44.5001770005082,-69.71991799999999 44.500334000508204)"
993459179,Wardens Way,residential,"LINESTRING(-69.7188319 44.51666900050713,-69.718372 44.518359000507026)"
43139490,Trafton Road,residential,"LINESTRING(-69.70389359999999 44.50835240050769,-69.70477169999998 44.50847780050768,-69.70515159999998 44.50854240050767,-69.7053985 44.50859800050767,-69.70568369999998 44.508680900507656,-69.70576969999999 44.50870900050766,-69.7058072 44.508729300507646,-69.7059882 44.50881810050765,-69.7061518 44.50890780050764,-69.710928 44.51226500050743,-69.714025 44.51458400050728,-69.715697 44.515796000507194,-69.716231 44.516184000507174,-69.716519 44.51629800050716,-69.71791789999999 44.51652240050714,-69.7188319 44.51666900050713,-69.7214933 44.5170958005071,-69.7222579 44.5172157005071,-69.7256616 44.517749500507065,-69.72594819999999 44.517778000507064,-69.7276806 44.51801670050703)"
1004018042,Morgan Drive,residential,"LINESTRING(-69.71791789999999 44.51652240050714,-69.7178216 44.516831300507135,-69.71775179999999 44.516957600507105,-69.7176338 44.517114400507104,-69.71750509999998 44.51719470050709,-69.7173227 44.5172865005071,-69.71712419999999 44.51737830050709,-69.71695789999998 44.517508400507076,-69.71686669999998 44.51771110050707,-69.7167701 44.518036200507055)"
43139489,Trafton Road,residential,"LINESTRING(-69.7025887 44.508168500507686,-69.70352419999999 44.50831330050767,-69.70389359999999 44.50835240050769)"
11443555,Eight Rod Road,residential,"LINESTRING(-69.69924289999999 44.50764410050772,-69.6991989 44.507941800507716,-69.6991685 44.5081089005077,-69.69912179999999 44.50822210050767,-69.69907509999999 44.508322000507675,-69.6990191 44.508402000507665,-69.6989387 44.50849070050767,-69.69862790000002 44.508806400507645,-69.6954089 44.51168540050747,-69.69256990000001 44.5142234005073,-69.6851269 44.52087840050686,-69.68311009999998 44.522684600506736)"
11438130,Trafton Road,residential,"LINESTRING(-69.6808134 44.50484740050791,-69.6839427 44.50532890050787,-69.6840373 44.505343200507866,-69.6865105 44.50571580050784,-69.68676879999998 44.50575280050785,-69.68960189999999 44.50615200050782,-69.69236 44.5065607005078,-69.6945076 44.50692840050776,-69.6954579 44.50707860050776,-69.6966047 44.50725990050775,-69.69924289999999 44.50764410050772,-69.699911 44.50774590050772,-69.70019189999998 44.50778310050771,-69.7025887 44.508168500507686)"
11443560,Junction Road,residential,"LINESTRING(-69.7017165 44.49534800050852,-69.70122079999999 44.49757660050838,-69.70071209999999 44.500051600508215,-69.70056799999999 44.50082100050817,-69.6999 44.50421200050794,-69.69924289999999 44.50764410050772)"
43139486,Town Farm Road,residential,"LINESTRING(-69.7042144 44.49570570050849,-69.70521959999999 44.49585220050849)"
11443674,Town Farm Road,residential,"LINESTRING(-69.68876939999998 44.491258300508775,-69.6893564 44.49137460050876,-69.6899369 44.49154210050875,-69.6903478 44.49171890050875,-69.690824 44.49200280050873,-69.69130429999998 44.492312900508715,-69.6922002 44.49289140050866,-69.6928329 44.49330550050864,-69.6933156 44.49360800050863,-69.6941178 44.4939802005086,-69.6946462 44.49416630050859,-69.6954306 44.49433560050858,-69.6967049 44.49453480050855,-69.69896479999998 44.49487050050855,-69.6993249 44.49492940050854,-69.70126869999999 44.49523180050852,-69.7017165 44.49534800050852,-69.7022318 44.49541780050851,-69.7042144 44.49570570050849)"
11440678,Hayslett Woods Road,residential,"LINESTRING(-69.801185 44.482526000509324,-69.802032 44.481468000509395,-69.8022318 44.48126520050941,-69.802893 44.480683400509434,-69.8033463 44.480220300509465,-69.8035756 44.480028900509495,-69.8037016 44.4799217005095,-69.8037955 44.4798873005095,-69.8039479 44.47989660050949,-69.8041147 44.47994660050949,-69.8042193 44.4800404005095,-69.8042743 44.480184900509485,-69.8043078 44.480415500509466,-69.8044808 44.480648000509454,-69.8047142 44.480847000509435,-69.8049288 44.48096760050943,-69.805197 44.481044100509436,-69.8054276 44.48102790050943,-69.805783 44.48094650050944,-69.805948 44.48090540050942,-69.806053 44.48091500050943,-69.80616659999998 44.480961900509435,-69.8062632 44.481082400509415,-69.80639460000002 44.48120680050942,-69.8066735 44.48126330050942,-69.8069123 44.4812681005094,-69.8071577 44.48135420050941,-69.80797509999998 44.48174460050938)"
11434160,Thistle Hill Lane,residential,"LINESTRING(-69.80232189999998 44.487029200509056,-69.8019541 44.48708430050905,-69.80178909999998 44.48708430050905,-69.8017248 44.487124500509054,-69.800908 44.48749800050903,-69.79902499999999 44.487311000509024,-69.798825 44.48713300050903,-69.799237 44.48641100050909,-69.7990779 44.48608890050911,-69.798837 44.486028000509116,-69.798535 44.48595600050913,-69.798083 44.486236000509095)"
1016293506,Snowmobile,path,"LINESTRING(-69.7074764 44.48001030050949,-69.70654929999999 44.4798609005095)"
43139484,Drummond Road,residential,"LINESTRING(-69.7064809 44.479847200509504,-69.7075519 44.48000180050949)"
1016293505,Snowmobile,path,"LINESTRING(-69.70654929999999 44.4798609005095,-69.7054543 44.47968440050951,-69.7048918 44.47971790050951,-69.70461049999999 44.48272780050933,-69.7050324 44.48339670050928,-69.7047043 44.48409890050923,-69.7034387 44.48520250050916)"
371385338,Inland Woods Trail,path,"LINESTRING(-69.66885249999999 44.536517600505825,-69.6689392 44.53655590050583,-69.6689681 44.536617700505815,-69.66898049999999 44.536697200505806,-69.6690053 44.53677960050582,-69.6690177 44.53685620050582,-69.669026 44.5369180005058,-69.6690671 44.53700290050579)"
967109607,Greenery Drive,residential,"LINESTRING(-69.722145 44.49006310050886,-69.7219519 44.48999800050887,-69.72169439999999 44.48981430050887,-69.7216515 44.489669400508866,-69.72163519999998 44.48953890050889,-69.7215437 44.48943160050889,-69.72146239999998 44.489372200508896)"
967109606,Greenery Drive,residential,"LINESTRING(-69.72895959999998 44.4924360005087,-69.72827649999999 44.492363000508696,-69.7279654 44.4923285005087,-69.7271339 44.49208360050873,-69.72661889999999 44.49183110050875,-69.7263185 44.491609100508754,-69.7259376 44.491287700508785,-69.72568019999999 44.49116140050879,-69.7250257 44.490916500508796,-69.72407079999999 44.49057590050882,-69.7230462 44.490250600508844,-69.7227244 44.490162600508846,-69.7222952 44.49007840050885,-69.722145 44.49006310050886,-69.7220323 44.49008990050886,-69.7218714 44.49020850050884,-69.72176950000001 44.49029650050883,-69.72128129999999 44.490441900508834,-69.72093799999999 44.49050320050883,-69.72028889999999 44.49053000050882)"
11445078,Reds Place,residential,"LINESTRING(-69.7190305 44.48169100050938,-69.71897669999998 44.482139500509355,-69.71897599999998 44.48238850050933,-69.71922239999999 44.482617100509316,-69.7193334 44.48273140050932,-69.7193087 44.4829600005093,-69.7191115 44.48336450050929,-69.7190376 44.48346120050927)"
371385344,,path,"LINESTRING(-69.6712876 44.53447890050597,-69.671174 44.53452120050594,-69.6710748 44.534544800505955,-69.6707609 44.534541800505956,-69.6704883 44.53455070050595,-69.6703437 44.53458900050595,-69.67026519999999 44.53461840050594,-69.6702198 44.53468020050594,-69.67015779999998 44.53472150050594,-69.67015779999998 44.534795100505946,-69.6701165 44.534856900505936,-69.67007929999998 44.53495410050593,-69.6700463 44.535074800505924,-69.670038 44.53511900050592,-69.6700463 44.53517490050593,-69.66998429999998 44.535210200505915,-69.66994710000002 44.53526030050591,-69.6699347 44.5353162005059,-69.6698934 44.5353251005059,-69.6698934 44.53539570050591,-69.6698315 44.5354664005059,-69.6697365 44.53551940050589,-69.6696332 44.535569500505886,-69.66954649999998 44.535590100505885,-69.66938949999998 44.53563130050588,-69.6692543 44.535685500505885,-69.66919949999999 44.53573440050589,-69.6691623 44.535805000505874,-69.66907549999999 44.535840400505876,-69.66895989999999 44.53590220050587,-69.66887309999998 44.535919900505874,-69.6688236 44.53597290050586,-69.6687286 44.53606120050584,-69.6686625 44.53619070050584,-69.6686377 44.53627320050584,-69.66867069999999 44.536332100505845,-69.66878229999999 44.53637620050584,-69.66891859999998 44.53642040050582,-69.6690012 44.53642920050583)"
439927965,Cyr Road,residential,"LINESTRING(-69.8017423 44.487857400509,-69.8028178 44.48816730050898,-69.8041589 44.48861320050895,-69.8046577 44.48886190050894,-69.8049447 44.48903410050892,-69.80534979999999 44.48922160050891,-69.8055456 44.4892943005089,-69.80577090000001 44.489334500508896,-69.805913 44.489309600508896,-69.8062027 44.4892293005089,-69.8064843 44.4891623005089,-69.8068974 44.48912210050891,-69.807179 44.48911450050891,-69.80780929999999 44.4892542005089,-69.8083056 44.489414900508905,-69.80871859999999 44.48948950050889,-69.80900829999999 44.4895354005089,-69.80942139999999 44.48968280050889,-69.81047279999999 44.49007690050886,-69.8112345 44.490285500508826,-69.8119104 44.490467300508826,-69.8120687 44.49050550050882,-69.81252999999998 44.49055910050881,-69.81281169999998 44.490633700508816,-69.8131308 44.49076770050881,-69.8133454 44.49091310050879,-69.8138148 44.491728200508746,-69.8139757 44.49191570050874,-69.8142842 44.49204010050872,-69.8145363 44.49215490050873,-69.8151291 44.49222180050872,-69.8155287 44.49220270050871,-69.81587739999999 44.49211470050872,-69.8162422 44.49194820050873,-69.8166284 44.49169370050875,-69.81692619999998 44.49138000050877,-69.8170764 44.491179000508794,-69.81725339999998 44.49106620050878,-69.8176504 44.49095330050879,-69.818109 44.49098580050879,-69.8189244 44.49107760050879,-69.8193375 44.49107190050879,-69.8196003 44.49107760050879,-69.81989 44.49111020050879,-69.8202655 44.491131200508796,-69.82043449999999 44.49114460050878,-69.82068929999998 44.49122500050878,-69.8211399 44.491391400508775,-69.82142159999998 44.49143740050877,-69.8217139 44.49148520050876,-69.82192849999998 44.49153880050876,-69.8223416 44.491665000508746,-69.82251860000001 44.491839200508736,-69.82270629999998 44.49220080050871,-69.8228539 44.49236530050871,-69.8230979 44.49253940050869,-69.82324009999999 44.49262750050868,-69.82339029999999 44.49271360050869,-69.8235405 44.49274800050868,-69.82371749999999 44.492767100508686,-69.823849 44.49273460050868,-69.8240099 44.492560500508695,-69.82418689999999 44.492373000508714,-69.824262 44.49225240050872,-69.82431299999999 44.49198070050873,-69.8244605 44.49150430050875,-69.8245946 44.49123840050878)"
11441097,Poirier Way,residential,"LINESTRING(-69.721171 44.48202020050937,-69.72068759999999 44.48399660050924)"
11440415,Alfalfa Road,residential,"LINESTRING(-69.7246184 44.48255610050933,-69.7243529 44.48413430050924,-69.72416309999998 44.48445000050921,-69.7237219 44.48467820050919,-69.7234681 44.48483880050919,-69.7232947 44.48505850050918,-69.7232027 44.48525540050916,-69.7232062 44.4861635005091)"
11438585,Brandon Avenue,residential,"LINESTRING(-69.7191753 44.48171320050938,-69.71922139999998 44.48119950050943,-69.71944429999999 44.48061230050945,-69.71949359999999 44.48024300050948,-69.71949359999999 44.479812100509506,-69.7196045 44.479627400509514,-69.71982629999998 44.47952190050952)"
43139485,Drummond Road,residential,"LINESTRING(-69.7075519 44.48000180050949,-69.7092582 44.48025570050948,-69.709465 44.48028520050946,-69.7102402 44.48039560050947,-69.7139795 44.48096030050942,-69.714429 44.48102340050942,-69.71743729999999 44.4814527005094,-69.71872910000002 44.4816446005094,-69.7190305 44.48169100050938,-69.7191753 44.48171320050938,-69.721171 44.48202020050937,-69.7214571 44.48206420050936,-69.7246184 44.48255610050933,-69.725059 44.48262700050933,-69.7286849 44.483106100509296)"
439927966,Grandview Drive,residential,"LINESTRING(-69.8244498 44.49073900050881,-69.82419759999999 44.49078490050881,-69.82366119999999 44.49071790050882,-69.8221806 44.49050940050883,-69.8212418 44.49037540050883,-69.82087709999999 44.49025490050884,-69.8206249 44.490142000508854,-69.8201824 44.48989520050886,-69.8197318 44.48978800050887,-69.8193938 44.48965980050889,-69.81907729999999 44.48957370050889,-69.8184765 44.4895354005089,-69.8181198 44.489474200508894,-69.8176691 44.489434000508886,-69.8173392 44.4893479005089,-69.81689129999998 44.48920630050891,-69.8164112 44.48908000050893,-69.815923 44.48900540050893,-69.8155663 44.488919300508925,-69.81509959999998 44.48875860050892,-69.8149118 44.48872600050893,-69.81464899999999 44.48872600050893,-69.81437809999998 44.48873940050895,-69.8140213 44.48874520050893,-69.8137102 44.488712700508934,-69.8134849 44.48864570050893,-69.8129887 44.48849260050896,-69.8124818 44.488391200508964,-69.8120311 44.488251500508966,-69.810108 44.48793000050898,-69.807002 44.48742680050903,-69.805744 44.48718760050904,-69.8041294 44.486908200509056,-69.80258909999999 44.486674300509065)"
371385335,Inland Woods Trail,path,"LINESTRING(-69.66704919999998 44.538717000505656,-69.667201 44.53870750050568,-69.6673192 44.53870750050568,-69.6674084 44.53870750050568,-69.6675427 44.53870750050568,-69.66762739999999 44.53870750050568,-69.6676304 44.538734500505676,-69.6678056 44.538734500505676,-69.66786699999999 44.53875740050567,-69.6681941 44.538751200505665,-69.66823689999998 44.5387679005057,-69.6683051 44.53878870050568,-69.6683635 44.53879490050568,-69.66845409999999 44.538767800505674,-69.66852119999999 44.53874490050567,-69.66857669999999 44.538734500505676,-69.66865919999998 44.538734500505676,-69.6687169 44.53868870050569,-69.6687754 44.538626300505676,-69.66886589999999 44.53857840050569,-69.66895349999999 44.538522200505696,-69.6690733 44.5384472005057,-69.6691814 44.5383473005057,-69.6693099 44.538259900505714,-69.66946759999999 44.5381787005057,-69.6695757 44.53811410050572,-69.66962529999999 44.53807040050573,-69.66962529999999 44.53798500050572,-69.6696166 44.537939200505726,-69.66962389999999 44.53791110050573,-69.6696063 44.53787990050574,-69.66959609999999 44.53785390050572,-69.6695757 44.53779040050574,-69.66954059999999 44.537752900505744,-69.669488 44.537723700505744,-69.6694277 44.53770240050574)"
967109612,Victory Run,residential,"LINESTRING(-69.709465 44.48028520050946,-69.7092282 44.48091980050943,-69.7092016 44.48117510050942)"
11436457,Victory Run,residential,"LINESTRING(-69.7102402 44.48039560050947,-69.70980509999998 44.48098340050943,-69.70967189999999 44.48112970050941,-69.7095254 44.48124500050941)"
967109610,Farm Brook Road,residential,"LINESTRING(-69.7139795 44.48096030050942,-69.7136691 44.480268700509484,-69.71362399999998 44.479976000509495,-69.713656 44.479461000509524,-69.71367799999999 44.47889800050957,-69.7137135 44.4781872005096,-69.71398279999998 44.47762200050964,-69.7141191 44.477255600509665,-69.71417409999998 44.47689210050969,-69.7141865 44.47655400050971,-69.7142841 44.476016600509745,-69.7146202 44.47484160050981,-69.7147323 44.47436180050985,-69.7150872 44.47325540050991,-69.715218 44.472695600509944,-69.71529269999999 44.47206910050999,-69.7153114 44.47144260051004,-69.7152119 44.47094110051006,-69.7149435 44.47000460051013)"
967109613,Snowmobile,path,"LINESTRING(-69.72795369999999 44.477242900509665,-69.727485 44.47707570050967,-69.7272506 44.476473700509715,-69.72621939999999 44.47573790050977,-69.72453199999998 44.47587160050975,-69.7202196 44.47483480050982,-69.71979769999999 44.474366500509845,-69.7189071 44.47426620050986,-69.7183915 44.47383140050988,-69.7171259 44.473764500509894,-69.7144541 44.47282790050995,-69.7131885 44.47296170050994,-69.71257909999999 44.473162400509906,-69.7120635 44.47379790050989,-69.7121104 44.47450030050984,-69.71145409999998 44.47496860050981,-69.71065729999998 44.47560410050978,-69.71046979999998 44.476072300509735,-69.7097667 44.47630640050973,-69.7092511 44.47717600050967,-69.7091104 44.477878400509624,-69.7094385 44.47878140050957,-69.70953229999999 44.47921620050955,-69.7092042 44.47971790050951,-69.7090636 44.480119200509485,-69.7083604 44.48015270050948,-69.7074764 44.48001030050949)"
11435132,,track,"LINESTRING(-69.7081651 44.473278600509914,-69.7080603 44.47303060050994,-69.7075088 44.47275910050995,-69.70702349999999 44.472644900509955,-69.7063781 44.47241610050996,-69.7054319 44.47683140050969)"
