osm_id,name,highway,st_astext
11438739,Go Down Trail,residential,"LINESTRING(-69.7534811 44.55552970050454,-69.7538963 44.55561790050454,-69.7543316 44.555672800504546,-69.75529199999998 44.55582280050453,-69.755925 44.55595470050452,-69.7567941 44.556082800504505,-69.7572581 44.55618400050451,-69.7576068 44.55635990050449,-69.75815929999999 44.55659690050447,-69.7586676 44.55691610050445,-69.7588714 44.55700870050444,-69.75909 44.557071800504445,-69.75931 44.55705370050444,-69.75944009999999 44.55706700050444,-69.75954599999999 44.55709760050444,-69.7596895 44.557173100504436)"
11434418,,residential,"LINESTRING(-69.754064 44.55456500050461,-69.7539465 44.55432820050463)"
11442335,Summer Street,residential,"LINESTRING(-69.74286690000001 44.552681100504735,-69.7493472 44.55366160050467,-69.7539465 44.55432820050463,-69.7540302 44.55429140050463,-69.75412729999998 44.55428660050463,-69.75425790000001 44.55423890050464)"
11484578,Hillside Drive,residential,"LINESTRING(-69.6467564 44.59382620050191,-69.646904 44.5937750005019,-69.64700699999999 44.5937750005019,-69.64710499999998 44.59378600050191,-69.647768 44.5938980005019,-69.64824599999999 44.59397200050189,-69.648348 44.59399200050189,-69.64854599999998 44.59401700050189,-69.648642 44.59405300050189)"
1339790721,,residential,"LINESTRING(-69.7382122 44.54978740050493,-69.73794639999998 44.55003690050492,-69.7377542 44.55025490050489,-69.7376675 44.550435500504896,-69.7375007 44.55082680050487,-69.737483 44.55100480050486,-69.7374301 44.551092100504846,-69.7374181 44.55111180050484,-69.7373193 44.551200300504846,-69.73720529999999 44.55132250050484,-69.73708620000001 44.55151020050483,-69.7369689 44.55162300050481,-69.7367733 44.551677100504804)"
11438209,Porter Drive,residential,"LINESTRING(-69.741489 44.54432000050531,-69.738992 44.544472000505294)"
11444931,Stoneybrook Drive,residential,"LINESTRING(-69.733377 44.54665600050514,-69.734162 44.5457530005052,-69.734034 44.544979000505236)"
11499343,Stanley Road,residential,"LINESTRING(-69.6324055 44.67112540049629,-69.63224109999999 44.67110360049629,-69.63209849999998 44.670996600496295,-69.6319164 44.67080890049631,-69.631621 44.67035400049635,-69.6315836 44.670294500496354,-69.63156199999999 44.67026000049635,-69.631509 44.670165400496366,-69.63127099999998 44.6697400004964,-69.63116939999999 44.66956530049641,-69.630812 44.66895100049645,-69.6303522 44.668162600496515,-69.630332 44.668128000496516,-69.63011199999998 44.66774200049653,-69.63002800000001 44.667616000496565,-69.629904 44.667505000496554,-69.62982599999998 44.66746200049656,-69.62979709999999 44.66738670049658)"
11494925,Sanderson Drive,residential,"LINESTRING(-69.64595599999998 44.596155000501746,-69.646134 44.59564500050178,-69.64669599999999 44.59394200050189,-69.646735 44.593870000501916,-69.6467564 44.59382620050191,-69.6469675 44.593170800501944)"
11494125,Ridge Road,residential,"LINESTRING(-69.63591399999999 44.58184800050274,-69.63577099999999 44.58211100050273,-69.635545 44.58257700050268,-69.6353122 44.583097700502655,-69.635071 44.58350100050262,-69.634531 44.584402000502564,-69.63388300000001 44.58526600050251,-69.633201 44.58611700050244,-69.63248499999999 44.58694900050238,-69.631514 44.58791300050232,-69.63136999999999 44.5880550005023,-69.631153 44.5882580005023,-69.63057099999999 44.58882500050226,-69.629713 44.589591000502196,-69.627107 44.59186900050204,-69.625945 44.59285800050198,-69.625781 44.59299800050196,-69.62352499999999 44.594851000501826,-69.6235107 44.59486320050183)"
317313914,,footway,"LINESTRING(-69.6312806 44.67195480049622,-69.6312645 44.671891800496226,-69.6312376 44.671777400496254,-69.63122959999998 44.671697300496255,-69.63125919999999 44.67164390049624,-69.63129409999999 44.67158090049626,-69.63129949999998 44.67153520049626,-69.6312725 44.67145500049628,-69.63125639999998 44.671369200496265,-69.6312645 44.671308200496284,-69.6313021 44.671266200496284,-69.6313504 44.67122810049627,-69.6313825 44.671197500496284,-69.6313933 44.67115180049628,-69.6313987 44.67106210049631,-69.6314066 44.670871400496324,-69.6314175 44.67076260049632,-69.63143089999998 44.67068250049631,-69.6314499 44.67060250049632,-69.6314951 44.670480300496344,-69.63153549999998 44.67037730049635,-69.6315836 44.670294500496354)"
317313913,,footway,"LINESTRING(-69.6312827 44.67304160049614,-69.63137439999998 44.67293330049614,-69.6313907 44.67287230049616,-69.6313905 44.672797900496164,-69.63137439999998 44.67269870049618,-69.6313638 44.672544200496176,-69.631353 44.6724069004962,-69.6313343 44.672246600496216)"
317313918,,footway,"LINESTRING(-69.6313343 44.672246600496216,-69.6312806 44.67195480049622)"
1125239872,Autumn Lane,residential,"LINESTRING(-69.73015709999999 44.544570300505285,-69.72969399999998 44.54628030050517,-69.72952010000002 44.54686380050513,-69.7294133 44.54710440050513,-69.7290163 44.54758240050508,-69.7284852 44.54764740050509,-69.7277141 44.54747730050509,-69.7274953 44.54716780050511,-69.727932 44.54556100050521,-69.7283304 44.54472070050528,-69.728914 44.543765000505324)"
11431031,Powell Avenue,residential,"LINESTRING(-69.7307244 44.549877100504936,-69.7305886 44.54980190050494,-69.73059929999998 44.54945210050496,-69.7308782 44.54929920050497,-69.731243 44.54934890050496,-69.7313664 44.54958790050495,-69.7311545 44.54981340050494,-69.73082189999998 44.54991850050493,-69.7307244 44.549877100504936,-69.73010769999999 44.550578700504886,-69.7297336 44.55136710050483,-69.7293762 44.55148210050483,-69.7286439 44.5519255005048,-69.728196 44.55228680050476)"
1004018055,Mill Lane,residential,"LINESTRING(-69.7332881 44.55132860050484,-69.7336505 44.550667700504874)"
11492669,Easler Road,residential,"LINESTRING(-69.63069499999999 44.662065000496966,-69.630337 44.662210000496955)"
11436288,High Street,residential,"LINESTRING(-69.73285839999998 44.553806400504655,-69.7334762 44.55307610050472,-69.7336606 44.552939600504715,-69.733876 44.552641200504745,-69.7341139 44.552068500504774)"
11492065,Sheridan Drive,residential,"LINESTRING(-69.620209 44.59482000050182,-69.62047899999999 44.593835000501905,-69.620508 44.593701000501916,-69.62052399999999 44.59356400050193,-69.620527 44.593429000501935,-69.620508 44.59326500050193,-69.62048999999999 44.59307600050196,-69.6205 44.592864000501976,-69.620584 44.592516000501995,-69.620777 44.59183000050204,-69.620906 44.59149100050206,-69.621104 44.5910180005021,-69.6212 44.59089000050212,-69.62132799999999 44.59077900050211,-69.621408 44.590735000502114,-69.62149500000001 44.59069900050213,-69.621845 44.590581000502134,-69.62200499999999 44.590500000502125,-69.62213899999999 44.59040000050214,-69.622944 44.5896940005022,-69.623127 44.589527000502194,-69.623175 44.58946700050222,-69.623203 44.589405000502204,-69.623185 44.58934000050222,-69.62313299999998 44.589281000502226,-69.623058 44.58923800050222,-69.622644 44.58905000050224,-69.62234799999999 44.58891000050225)"
1004018054,Jacques Lane,residential,"LINESTRING(-69.73152499999999 44.553393200504686,-69.7319249 44.55290590050472,-69.7321824 44.55263830050474,-69.7322575 44.552133700504776,-69.73227899999999 44.55147620050483,-69.7319992 44.55127240050484,-69.73196949999999 44.55105050050485,-69.7321124 44.55063470050488,-69.7325834 44.55013430050491,-69.732912 44.549862900504934,-69.73382829999998 44.55001370050492,-69.7341947 44.550123700504905,-69.73437289999998 44.5504740005049,-69.7345086 44.55083950050486,-69.7345088 44.55111940050485,-69.7343159 44.55134050050483,-69.7338735 44.55136920050483,-69.7332881 44.55132860050484,-69.7331515 44.551319200504835,-69.7325869 44.551425400504826,-69.73227899999999 44.55147620050483)"
11432020,,residential,"LINESTRING(-69.73096879999999 44.554555000504614,-69.73083799999999 44.55435670050462,-69.7307978 44.55430130050464,-69.7307629 44.554257400504625,-69.730728 44.554219100504646,-69.7305725 44.55403760050465)"
180338815,Ohio Hill Road,residential,"LINESTRING(-69.619335 44.65264200049766,-69.61891699999998 44.65295600049764,-69.618344 44.653357000497614)"
11489344,Currier Road,residential,"LINESTRING(-69.618137 44.653172000497634,-69.61747699999998 44.652563000497665,-69.616682 44.651764000497735,-69.61630199999999 44.65135500049776,-69.615948 44.65093400049779,-69.615265 44.65008300049786,-69.614613 44.64921600049792,-69.61446799999999 44.64903300049793,-69.614414 44.648972000497935)"
11490006,Fish Road,residential,"LINESTRING(-69.615367 44.63748700049878,-69.615439 44.637588000498766,-69.615625 44.63775600049876,-69.61586 44.637889000498745,-69.616133 44.63798500049874,-69.616411 44.63805000049874,-69.618426 44.638356000498725,-69.619088 44.6384830004987,-69.619732 44.6386480004987,-69.621025 44.63899100049867,-69.6262 44.64032900049857,-69.626837 44.640502000498564,-69.627216 44.64062300049856)"
11432014,,residential,"LINESTRING(-69.7313651 44.55461300050461,-69.73096879999999 44.554555000504614,-69.7308484 44.55458780050461,-69.7305334 44.554688700504606)"
827113931,Ridge Road,residential,"LINESTRING(-69.6235107 44.59486320050183,-69.62320399999999 44.59512500050182,-69.623084 44.595248000501805)"
1138402920,Selden Lane,residential,"LINESTRING(-69.73047279999999 44.556935800504455,-69.72839579999999 44.556628000504475)"
1138402921,Woodstock Road,residential,"LINESTRING(-69.73047279999999 44.556935800504455,-69.7302049 44.55795590050439)"
373903618,,residential,"LINESTRING(-69.62809309999999 44.57538750050319,-69.6276058 44.57499550050321,-69.62659849999999 44.57395260050329,-69.62628559999999 44.57376980050331)"
11442099,Hill Street,residential,"LINESTRING(-69.73209859999999 44.55357500050467,-69.7318894 44.55406620050465,-69.7316319 44.554259300504626,-69.7313651 44.55461300050461,-69.7313121 44.5548047005046,-69.7308626 44.55611100050451)"
11429884,Turtle Lane,residential,"LINESTRING(-69.7385019 44.55559090050455,-69.73849699999998 44.55601000050452,-69.738426 44.556514000504485,-69.738143 44.55686700050446,-69.737719 44.55694200050444)"
1339790722,,residential,"LINESTRING(-69.7374301 44.551092100504846,-69.7381145 44.55137170050482)"
11440330,Industrial Street,unclassified,"LINESTRING(-69.6349505 44.56870210050366,-69.6349838 44.568754700503646,-69.635163 44.56910480050362,-69.63573689999998 44.569985000503564,-69.6362108 44.57071190050351,-69.63622709999999 44.57081470050349,-69.6361798 44.570917200503494,-69.6360082 44.57102420050349,-69.63523029999999 44.571287100503476,-69.63400189999999 44.57168910050345,-69.6330309 44.57196810050342,-69.63259959999999 44.57209350050341,-69.63239789999999 44.57220120050341,-69.6317991 44.572543400503385,-69.6315651 44.57268360050337,-69.6305043 44.57333620050332,-69.62980149999999 44.5737909005033,-69.62909459999999 44.574332100503256,-69.62809309999999 44.57538750050319,-69.6270713 44.57648940050311,-69.6270148 44.5765573005031,-69.6269991 44.5765761005031,-69.6269074 44.5766329005031,-69.62673239999998 44.5766896005031,-69.6265785 44.576757700503116,-69.6265456 44.57678840050309,-69.6265203 44.57682790050308,-69.626534 44.576897700503096)"
11441106,North Gage Road,residential,"LINESTRING(-69.741607 44.556639500504474,-69.74119819999999 44.557447000504425,-69.74092499999999 44.55886900050432,-69.74060599999999 44.55994200050424)"
11438076,Deer Run,residential,"LINESTRING(-69.72839579999999 44.556628000504475,-69.7276384 44.55938940050429)"
11444348,Mary Lane,residential,"LINESTRING(-69.7279451 44.56455200050394,-69.72762449999999 44.56457500050393,-69.7273842 44.56397120050397,-69.7273673 44.56365810050399,-69.72771519999999 44.563182600504014,-69.7286153 44.56307730050404,-69.7291956 44.56333020050401,-69.72936959999998 44.56389480050399,-69.7290921 44.56427690050396,-69.7284915 44.56448400050393,-69.7279451 44.56455200050394)"
11437039,Greenwood Street,residential,"LINESTRING(-69.6200835 44.569902900503564,-69.620495 44.570181000503545,-69.62206419999998 44.57137960050346,-69.62346639999998 44.5723732005034,-69.62413 44.572889300503356)"
11444347,Mary Lane,residential,"LINESTRING(-69.729636 44.56954100050359,-69.72980700000001 44.56891000050364,-69.72994 44.568571000503646,-69.729695 44.568362000503676,-69.72941499999999 44.56812300050369,-69.729283 44.56801000050369,-69.728659 44.56740700050374,-69.728444 44.56697200050377,-69.72813399999998 44.56634600050382,-69.72762449999999 44.56457500050393)"
11436930,Montcalm Street,residential,"LINESTRING(-69.6182023 44.574956600503214,-69.6206286 44.57534100050319)"
11436219,Wolfe Street,residential,"LINESTRING(-69.61987979999999 44.57587120050315,-69.6187015 44.57567230050317,-69.61840489999999 44.575696200503174)"
470457555,Elizabeth Street,residential,"LINESTRING(-69.74594 44.567963600503695,-69.7469834 44.56798650050369,-69.7471792 44.567961700503695,-69.7479436 44.567753400503705,-69.7483486 44.5677056005037,-69.74938399999999 44.56777250050371,-69.7500062 44.56778970050372,-69.75145189999999 44.5679445005037,-69.7515552 44.567954100503705)"
11437685,Begin Street,residential,"LINESTRING(-69.6181066 44.57452630050325,-69.6180658 44.57484520050321,-69.6182023 44.574956600503214)"
470457554,Audrey Lane,residential,"LINESTRING(-69.74938399999999 44.56777250050371,-69.7487912 44.56843750050367,-69.74856049999998 44.56879100050364,-69.74830569999999 44.5694904005036)"
11436083,Mount Pleasant Street,residential,"LINESTRING(-69.6157461 44.573216600503336,-69.6181066 44.57452630050325)"
11434880,,residential,"LINESTRING(-69.7523099 44.55926700050429,-69.751303 44.5589660005043)"
11441596,Reservoir Street,residential,"LINESTRING(-69.6164907 44.57262050050338,-69.61767820000001 44.57330410050333)"
11439142,Broadway Street,residential,"LINESTRING(-69.6192618 44.57046040050353,-69.6212536 44.57192320050342)"
11440131,Cottage Street,residential,"LINESTRING(-69.618329 44.57109310050349,-69.61791 44.5708310005035)"
322890670,,track,"LINESTRING(-69.6137804 44.57194000050342,-69.6151412 44.5706747005035)"
322890671,,track,"LINESTRING(-69.6153788 44.5708192005035,-69.61523459999998 44.57073480050351,-69.6151412 44.5706747005035,-69.61500749999999 44.570633800503515,-69.61486469999998 44.57059300050351,-69.6139114 44.57151840050345,-69.6136134 44.571727500503435)"
11497672,Green Road,residential,"LINESTRING(-69.65944099999999 44.61396400050048,-69.659628 44.61423700050047,-69.65983 44.614492000500434,-69.66013999999998 44.614857000500415,-69.660414 44.615152000500395,-69.661305 44.61608200050033,-69.661871 44.61665800050028,-69.662698 44.61752500050023,-69.66324299999998 44.61811100050018,-69.66388099999999 44.618809000500136,-69.663974 44.61893100050013,-69.664059 44.61905800050012,-69.664129 44.6191880005001,-69.664183 44.6193220005001,-69.664221 44.61946000050007,-69.664252 44.619598000500076,-69.664342 44.62036700050001,-69.664398 44.62092500049998,-69.664402 44.62106400049996,-69.664397 44.621343000499955,-69.664382 44.62148200049994,-69.66434 44.621761000499916,-69.664106 44.62280100049984,-69.66391899999999 44.623702000499776,-69.663824 44.62426100049974,-69.663813 44.62432700049973,-69.663677 44.62495200049968,-69.663577 44.625222000499654,-69.663511 44.62535300049965,-69.663435 44.62548100049965,-69.66336899999999 44.62557100049964,-69.663346 44.62560300049965,-69.66324399999999 44.62572100049963,-69.66296799999999 44.626009000499614,-69.66272999999998 44.62631700049959,-69.662377 44.626813000499546,-69.66226 44.62700100049954,-69.662095 44.62728300049952,-69.661979 44.6275420004995,-69.66182499999998 44.62793800049946,-69.66174 44.62820700049945,-69.66170199999999 44.62835500049943,-69.661594 44.6289130004994,-69.66153 44.62918900049937,-69.661381 44.629738000499344,-69.661353 44.629876000499344,-69.66132699999999 44.63008600049932,-69.661308 44.6302950004993,-69.66128899999998 44.63080300049926,-69.661288 44.631061000499244,-69.661269 44.63154800049922,-69.661248 44.63259400049914,-69.661215 44.63301200049911,-69.66117300000002 44.63328800049908,-69.661085 44.633697000499055,-69.661013 44.63397300049903,-69.66087199999998 44.634453000499,-69.66080099999999 44.634728000498974,-69.660755 44.63500700049895,-69.66075599999999 44.635149000498956,-69.660771 44.635290000498934,-69.660831 44.63563900049892,-69.660858 44.63591800049888,-69.660855 44.63605700049887,-69.66083599999999 44.63619500049887,-69.66080399999998 44.63633100049887,-69.660681 44.63674000049884,-69.660446 44.63742500049879,-69.660414 44.637565000498775,-69.66038999999999 44.637705000498755,-69.660365 44.63798700049875,-69.660371 44.638268000498734,-69.66039499999998 44.63861900049871,-69.660442 44.639529000498634,-69.660537 44.640926000498524,-69.66053299999999 44.6412050004985,-69.66051499999999 44.64148600049848,-69.660361 44.6425370004984,-69.660333 44.64267600049841,-69.660263 44.64295100049837,-69.660219 44.64308700049838,-69.660121 44.643356000498365,-69.65984899999998 44.6440260004983,-69.659678 44.64442600049827,-69.65952999999999 44.64468400049824,-69.65944399999998 44.644809000498256,-69.65934599999999 44.64492900049823,-69.659233 44.64504300049822,-69.65910999999998 44.64515200049822,-69.658839 44.645355000498206,-69.658449 44.64562500049819,-69.657992 44.64594100049816,-69.657629 44.64617800049814,-69.656191 44.647138000498074,-69.65439599999999 44.648330000497985,-69.65332699999999 44.64905300049793,-69.65296599999999 44.649289000497916,-69.65190399999999 44.650013000497864,-69.6503336 44.65112140049778,-69.64967799999998 44.65158400049775,-69.649455 44.65174100049774,-69.64804699999999 44.652720000497666,-69.646999 44.653459000497605,-69.64452499999999 44.65516000049749,-69.642623 44.656439000497386,-69.641498 44.657186000497326,-69.641133 44.65742000049732,-69.640054 44.65812700049726,-69.639686 44.65835900049724,-69.638588 44.65906500049719,-69.63703599999998 44.66003500049712,-69.636235 44.660552000497084,-69.63536 44.66111000049705,-69.635 44.66135000049702,-69.634791 44.66149900049701,-69.63449999999999 44.661742000496986,-69.634296 44.661897000496985,-69.633573 44.66254000049694,-69.63266699999998 44.663366000496886,-69.63183699999999 44.6641590004968,-69.631146 44.66484300049675,-69.630979 44.66502100049675,-69.630787 44.665213000496735,-69.630603 44.66537200049672,-69.630255 44.6657030004967,-69.62991999999998 44.66605600049666,-69.629766 44.66623200049666,-69.62956399999999 44.66645900049665,-69.629155 44.66693800049661,-69.6289032 44.66716460049659)"
11443676,Town Farm Road,residential,"LINESTRING(-69.7559756 44.55266650050474,-69.75574119999999 44.552869300504724,-69.7554867 44.5530841005047,-69.7552457 44.55326780050469,-69.7549711 44.55346820050468,-69.7547836 44.553637600504686,-69.7546195 44.553797500504665,-69.75447890000001 44.55394780050465,-69.7543483 44.554105300504645,-69.75425790000001 44.55423890050464,-69.7541709 44.554377300504626,-69.754064 44.55456500050461,-69.7534811 44.55552970050454,-69.75336059999998 44.555722900504534,-69.7531597 44.5560498005045,-69.7530358 44.5563027005045,-69.752932 44.55650550050448,-69.75284829999998 44.556703500504454,-69.7527144 44.556997000504445,-69.7525603 44.557302300504425,-69.75241300000002 44.557548100504405,-69.75229249999998 44.5577461005044,-69.75203729999998 44.55811370050437,-69.7515117 44.55879510050433,-69.751303 44.5589660005043,-69.751067 44.559395900504285,-69.7504753 44.56047360050422,-69.7495549 44.56216850050411,-69.7493345 44.56253750050406,-69.7490362 44.56311550050404,-69.7488625 44.563771500504004,-69.74878020000001 44.56444460050395,-69.7487582 44.56497040050391,-69.7488113 44.5651888005039,-69.748912 44.56544600050387,-69.7489972 44.56557370050387,-69.74959659999999 44.566131900503834,-69.74969539999998 44.566435200503804)"
11443135,Eastern Avenue,residential,"LINESTRING(-69.61580419999999 44.57136100050347,-69.6155114 44.571621000503455,-69.6154907 44.57165320050344,-69.615482 44.57169920050344,-69.6154887 44.57175510050344,-69.6154768 44.57184730050344,-69.6146687 44.57261880050336,-69.61396389999999 44.57313940050335)"
11444176,Perry Trail,residential,"LINESTRING(-69.7523099 44.55926700050429,-69.7525603 44.55960270050427,-69.7528463 44.560480600504214,-69.753307 44.56102350050416)"
322890665,Allen Street,residential,"LINESTRING(-69.61432969999998 44.572415100503385,-69.6146687 44.57261880050336,-69.6157461 44.573216600503336)"
11442049,Pinewoods Trail,residential,"LINESTRING(-69.7493345 44.56253750050406,-69.7496698 44.56258740050406,-69.75014019999999 44.56266630050406,-69.75070009999999 44.56273190050406,-69.7511823 44.56267230050407,-69.751986 44.56247100050407,-69.752618 44.56195700050411,-69.752968 44.56170000050413,-69.753418 44.56161300050413,-69.75443859999999 44.56169370050413,-69.7549599 44.56187700050412,-69.7552663 44.5620613005041)"
11442927,Preble Street,residential,"LINESTRING(-69.61367219999998 44.57496600050321,-69.6127461 44.57433060050327)"
1324493206,Vista 600 - Rotary Centennial Trail,footway,"LINESTRING(-69.6084654 44.57263620050337,-69.60937749999998 44.57218380050341,-69.6100015 44.57197560050342,-69.61030869999999 44.57189020050343,-69.6104044 44.57186290050344,-69.61048629999999 44.57187000050344,-69.61057329999998 44.57189460050343)"
11432964,,residential,"LINESTRING(-69.7552663 44.5620613005041,-69.75535039999998 44.56215880050411,-69.75553489999999 44.562500100504074,-69.7556196 44.562749600504056,-69.7556619 44.56280860050405,-69.75572719999998 44.56285150050405,-69.7561003 44.56293880050404,-69.75626639999999 44.56300560050404,-69.75638079999999 44.563103900504025)"
11432968,,residential,"LINESTRING(-69.7567174 44.56243840050407,-69.7560452 44.5620899005041,-69.75570500000002 44.56204850050411,-69.7552663 44.5620613005041)"
975275823,Kennebec-Messalonski Trails - East Coast Greenway,cycleway,"LINESTRING(-69.61036419999999 44.57068050050351,-69.6102635 44.570802300503495,-69.6100225 44.57104250050349,-69.6099207 44.571102800503496,-69.6098463 44.571146800503485,-69.6094727 44.57125060050346,-69.6092427 44.57134550050347,-69.60911469999999 44.57149070050345,-69.6089849 44.57181620050344,-69.6088348 44.57201640050342,-69.6086467 44.572239400503406,-69.6085247 44.57242770050339,-69.6084654 44.57263620050337)"
1324493198,,footway,"LINESTRING(-69.6099207 44.571102800503496,-69.6101744 44.57118180050348,-69.6102719 44.57123520050347)"
11441745,Tilton Point Trail,residential,"LINESTRING(-69.758584 44.55902600050431,-69.758137 44.55900300050431,-69.7575177 44.558854900504336,-69.7573667 44.55882300050432,-69.7572353 44.558833000504336,-69.7568131 44.55900230050432,-69.7565502 44.55905210050431,-69.75634329999998 44.55905010050431,-69.7561448 44.55903420050432,-69.755977 44.559014300504316,-69.7557589 44.55898040050432,-69.7555241 44.55893260050431,-69.7539946 44.558562000504345,-69.7538352 44.558528100504326,-69.75368699999999 44.558504200504345,-69.7534354 44.55848230050435,-69.7530271 44.55844840050435,-69.75278110000002 44.55843250050435,-69.7526637 44.55842450050435,-69.7525686 44.55840860050434,-69.7524931 44.55838670050434,-69.7523868 44.558336900504344,-69.75203729999998 44.55811370050437)"
975275831,Dixon Terrace,residential,"LINESTRING(-69.60576939999999 44.57175090050342,-69.6058171 44.57177820050343,-69.60589229999998 44.57181300050344,-69.6059797 44.571840500503434,-69.60603459999999 44.57185210050343,-69.6060936 44.571840500503434,-69.60612609999998 44.571807200503436,-69.6061403 44.57175220050344,-69.6061403 44.57171450050343,-69.60612609999998 44.571689900503436,-69.6060793 44.57166530050345,-69.6060407 44.57166530050345,-69.6059594 44.571671100503444,-69.60589229999998 44.57170000050345,-69.60582929999998 44.57172760050344,-69.60576939999999 44.57175090050342)"
11441746,Tilton Point Trail,residential,"LINESTRING(-69.759192 44.56022700050423,-69.758791 44.55954900050427,-69.758584 44.55902600050431)"
11431158,,residential,"LINESTRING(-69.75864299999999 44.55897500050431,-69.759438 44.559010000504315,-69.75995199999998 44.5590320005043)"
11431162,,residential,"LINESTRING(-69.759438 44.559010000504315,-69.75960899999998 44.55865900050434)"
11431157,,residential,"LINESTRING(-69.759705 44.55744900050442,-69.759065 44.55838600050435,-69.759064 44.55861500050434,-69.75864299999999 44.55897500050431,-69.758584 44.55902600050431)"
11436568,,footway,"LINESTRING(-69.758679 44.56691300050377,-69.758857 44.567228000503746,-69.758952 44.566519000503796,-69.758705 44.56634100050381,-69.758559 44.56634100050381,-69.758558 44.5665580005038,-69.758679 44.56691300050377)"
11439274,Dixon Terrace,residential,"LINESTRING(-69.6022695 44.57116570050347,-69.60249079999998 44.57127710050348,-69.6027672 44.57135410050346,-69.6047691 44.571719900503425,-69.60576939999999 44.57175090050342)"
71228160,,footway,"LINESTRING(-69.75780839999999 44.56853870050366,-69.7579265 44.568355300503676,-69.75801769999998 44.56825210050368,-69.75817699999999 44.56818500050368,-69.758857 44.567228000503746)"
11436423,Danielle Avenue,residential,"LINESTRING(-69.6017092 44.57690240050308,-69.6016367 44.57707140050309,-69.6014142 44.57736090050306,-69.6012854 44.57746030050304,-69.601162 44.57750990050304,-69.6010386 44.577532900503044,-69.6008928 44.57752760050303,-69.60066599999999 44.577484000503034,-69.5999654 44.577201700503075,-69.599558 44.57702280050307,-69.5992879 44.57696840050308,-69.59897339999999 44.57692440050308,-69.5982743 44.57690150050307,-69.5976917 44.57683930050308,-69.5970313 44.57676180050308,-69.59647489999999 44.57668980050309,-69.59614680000001 44.5766067005031,-69.5958234 44.576451300503116,-69.59558799999999 44.57625400050313)"
1339797954,,residential,"LINESTRING(-69.75227939999999 44.577763900503015,-69.75113349999998 44.57784470050303,-69.7503004 44.577903400503004)"
1339797955,,residential,"LINESTRING(-69.75113349999998 44.57784470050303,-69.7510401 44.577562200503046,-69.750892 44.577414300503044,-69.7502633 44.57717330050307,-69.75007399999998 44.577154500503056,-69.7499125 44.57717440050306,-69.7498395 44.57723830050307,-69.7498428 44.57732190050306,-69.74990069999998 44.577370000503066,-69.74996839999999 44.57741090050305,-69.7501006 44.57742320050305,-69.7504666 44.57743120050305,-69.7508354 44.57745290050305,-69.750892 44.577414300503044)"
1324493190,Rotary Centennial Trail - Kennebec-Messalonski Trails - East Coast Greenway,cycleway,"LINESTRING(-69.6084654 44.57263620050337,-69.60836939999999 44.57273370050336,-69.6081733 44.57292000050336,-69.60800519999998 44.57311460050335,-69.6077577 44.57339570050333,-69.60747049999999 44.5737018005033,-69.6071856 44.57396960050328,-69.606868 44.574239000503276,-69.6064781 44.57456340050324,-69.60622299999999 44.57478510050322,-69.60614879999999 44.57484950050321,-69.6060158 44.57494760050322,-69.60577989999999 44.57518380050321,-69.6054227 44.57547320050318,-69.6052102 44.57563450050316,-69.60509109999998 44.575746000503166,-69.60498840000001 44.57584580050317,-69.6048039 44.575997100503145,-69.60466379999998 44.576086900503135,-69.6044303 44.57629320050312,-69.6041898 44.576496100503114,-69.6038979 44.57673890050309,-69.6038444 44.57678530050308,-69.6036621 44.57694350050308,-69.6034473 44.57712650050306,-69.6034246 44.577145000503066,-69.6032394 44.57729610050305,-69.60271639999999 44.57771530050302,-69.6023708 44.578018000503,-69.6020743 44.57823750050298,-69.6019049 44.57834980050298,-69.6017357 44.578462000502974,-69.6015699 44.57858510050296,-69.601278 44.57873980050295,-69.6010959 44.57884790050296,-69.60082969999999 44.57901420050295,-69.6007249 44.57905530050293,-69.6004398 44.57916720050292,-69.60008019999998 44.57934020050291,-69.6000226 44.57936280050291,-69.5996949 44.57949150050291,-69.5992699 44.579626300502895,-69.59895469999998 44.57974930050289,-69.5988954 44.57975470050288,-69.59884579999999 44.579759300502886,-69.5982712 44.57987750050288,-69.5979998 44.579933300502866,-69.5974697 44.58001920050286,-69.59702009999998 44.58010530050285,-69.59673299999999 44.58016330050285,-69.59647849999999 44.580196300502855,-69.5949189 44.580496000502826,-69.5943467 44.58058690050284,-69.5940761 44.58065310050282,-69.5939073 44.58068100050281,-69.5934105 44.58085100050282,-69.5930874 44.58096170050281,-69.5929104 44.581022300502795)"
